Frame,ID,Type,X,Y,Team
187,22,referee,1027,597,-1
187,44,referee,1087,387,-1
187,1,ball,1367,465,-1
188,27,referee,1639,1024,-1
188,22,referee,1030,594,-1
188,44,referee,1087,388,-1
188,1,ball,1360,459,-1
189,27,referee,1639,1023,-1
189,22,referee,1030,592,-1
189,44,referee,1086,388,-1
189,1,ball,1352,455,-1
190,22,referee,1032,591,-1
190,27,referee,1638,1024,-1
190,44,referee,1085,386,-1
190,1,ball,1343,453,-1
191,16,player,1256,474,2
191,22,referee,1033,590,-1
191,27,referee,1637,1023,-1
191,44,referee,1081,385,-1
191,1,ball,1333,451,-1
192,15,player,1255,428,1
192,22,referee,1035,590,-1
192,27,referee,1636,1022,-1
192,44,referee,1080,385,-1
192,1,ball,1325,448,-1
193,15,player,1256,428,1
193,27,referee,1635,1022,-1
193,22,referee,1036,590,-1
193,44,referee,1078,385,-1
193,1,ball,1318,446,-1
194,15,player,1255,428,1
194,22,referee,1037,589,-1
194,27,referee,1634,1022,-1
194,44,referee,1077,386,-1
194,1,ball,1310,443,-1
195,15,player,1255,428,1
195,22,referee,1039,587,-1
195,27,referee,1633,1018,-1
195,44,referee,1075,384,-1
195,1,ball,1302,441,-1
196,15,player,1256,427,1
196,22,referee,1040,586,-1
196,27,referee,1633,1017,-1
196,44,referee,1074,383,-1
196,99,referee,1910,431,-1
196,1,ball,1294,438,-1
197,15,player,1256,428,1
197,22,referee,1041,583,-1
197,27,referee,1632,1017,-1
197,44,referee,1073,383,-1
197,1,ball,1287,436,-1
198,15,player,1257,429,1
198,22,referee,1042,579,-1
198,27,referee,1632,1017,-1
198,44,referee,1072,382,-1
198,99,referee,1909,431,-1
198,1,ball,1282,434,-1
199,15,player,1257,429,1
199,22,referee,1044,579,-1
199,27,referee,1632,1017,-1
199,44,referee,1070,382,-1
199,99,referee,1909,430,-1
199,1,ball,1282,433,-1
200,15,player,1259,431,1
200,22,referee,1046,579,-1
200,27,referee,1632,1018,-1
200,44,referee,1069,382,-1
200,1,ball,1281,432,-1
201,15,player,1258,432,1
201,22,referee,1047,579,-1
201,27,referee,1632,1018,-1
201,44,referee,1067,383,-1
201,1,ball,1281,431,-1
202,15,player,1258,432,1
202,22,referee,1049,579,-1
202,27,referee,1631,1020,-1
202,44,referee,1065,382,-1
202,1,ball,1281,430,-1
203,15,player,1260,432,1
203,22,referee,1051,577,-1
203,27,referee,1631,1018,-1
203,44,referee,1065,382,-1
203,1,ball,1281,429,-1
204,15,player,1262,432,1
204,44,referee,1066,381,-1
204,27,referee,1631,1018,-1
204,22,referee,1053,575,-1
204,1,ball,1280,428,-1
205,15,player,1262,430,1
205,44,referee,1066,378,-1
205,27,referee,1631,1017,-1
205,22,referee,1054,571,-1
205,1,ball,1280,427,-1
206,15,player,1264,424,1
206,27,referee,1631,1016,-1
206,22,referee,1057,564,-1
206,44,referee,1064,374,-1
206,1,ball,1286,426,-1
207,22,referee,1059,562,-1
207,27,referee,1633,1013,-1
207,44,referee,1064,374,-1
207,1,ball,113,1028,-1
208,15,player,1271,424,1
208,22,referee,1064,559,-1
208,27,referee,1636,1015,-1
208,44,referee,1065,374,-1
208,1,ball,1307,429,-1
209,15,player,1273,424,1
209,22,referee,1068,560,-1
209,27,referee,1638,1019,-1
209,44,referee,1066,374,-1
209,1,ball,1315,431,-1
210,15,player,1274,424,1
210,22,referee,1070,559,-1
210,27,referee,1639,1020,-1
210,44,referee,1065,374,-1
210,1,ball,1323,433,-1
211,15,player,1274,424,1
211,22,referee,1072,560,-1
211,27,referee,1638,1020,-1
211,44,referee,1065,374,-1
211,1,ball,1331,435,-1
212,15,player,1276,424,1
212,27,referee,1639,1020,-1
212,22,referee,1074,559,-1
212,44,referee,1064,374,-1
212,1,ball,1338,437,-1
213,15,player,1279,423,1
213,27,referee,1639,1020,-1
213,22,referee,1079,558,-1
213,44,referee,1062,375,-1
213,1,ball,1346,439,-1
214,15,player,1280,423,1
214,27,referee,1639,1019,-1
214,22,referee,1083,559,-1
214,44,referee,1061,375,-1
214,1,ball,1354,441,-1
215,15,player,1283,423,1
215,27,referee,1639,1019,-1
215,22,referee,1085,558,-1
215,44,referee,1060,375,-1
215,1,ball,1362,443,-1
216,27,referee,1639,1019,-1
216,22,referee,1086,555,-1
216,44,referee,1060,375,-1
216,1,ball,1370,445,-1
217,27,referee,1639,1019,-1
217,22,referee,1088,553,-1
217,44,referee,1060,375,-1
217,1,ball,1377,447,-1
218,27,referee,1639,1012,-1
218,22,referee,1090,552,-1
218,44,referee,1058,376,-1
218,1,ball,1385,449,-1
219,25,player,1463,479,1
219,27,referee,1639,1012,-1
219,22,referee,1092,551,-1
219,44,referee,1058,375,-1
219,1,ball,1393,451,-1
220,25,player,1463,478,1
220,27,referee,1639,1015,-1
220,22,referee,1095,551,-1
220,44,referee,1058,374,-1
220,1,ball,1401,453,-1
221,25,player,1464,477,1
221,27,referee,1639,1017,-1
221,22,referee,1097,550,-1
221,44,referee,1058,375,-1
221,1,ball,1407,454,-1
222,25,player,1465,477,1
222,27,referee,1639,1018,-1
222,22,referee,1099,550,-1
222,44,referee,1053,373,-1
222,1,ball,1415,455,-1
223,25,player,1465,475,1
223,27,referee,1639,1017,-1
223,22,referee,1101,549,-1
223,1,ball,1423,455,-1
224,25,player,1465,475,1
224,27,referee,1640,1018,-1
224,22,referee,1102,547,-1
224,1,ball,1428,458,-1
225,25,player,1465,473,1
225,27,referee,1640,1016,-1
225,22,referee,1104,548,-1
225,1,ball,1436,460,-1
226,25,player,1468,471,1
226,27,referee,1641,1020,-1
226,22,referee,1107,548,-1
226,44,referee,1053,372,-1
226,1,ball,1443,461,-1
227,25,player,1469,470,1
227,27,referee,1642,1019,-1
227,22,referee,1108,545,-1
227,44,referee,1053,371,-1
227,1,ball,1450,463,-1
228,25,player,1468,471,1
228,27,referee,1642,1020,-1
228,22,referee,1109,542,-1
228,44,referee,1052,371,-1
228,1,ball,1451,463,-1
229,25,player,1466,469,1
229,27,referee,1640,1020,-1
229,22,referee,1111,541,-1
229,44,referee,1051,370,-1
229,1,ball,1452,463,-1
230,25,player,1466,470,1
230,27,referee,1640,1019,-1
230,22,referee,1112,539,-1
230,44,referee,1052,370,-1
230,1,ball,1453,463,-1
231,25,player,1465,470,1
231,27,referee,1638,1019,-1
231,22,referee,1116,539,-1
231,44,referee,1052,369,-1
231,1,ball,1454,463,-1
232,25,player,1465,470,1
232,27,referee,1637,1019,-1
232,22,referee,1118,542,-1
232,44,referee,1052,370,-1
232,1,ball,1455,464,-1
233,25,player,1465,470,1
233,27,referee,1636,1017,-1
233,22,referee,1119,543,-1
233,44,referee,1051,370,-1
233,1,ball,1455,464,-1
234,25,player,1465,469,1
234,22,referee,1120,542,-1
234,27,referee,1636,1016,-1
234,44,referee,1050,370,-1
234,1,ball,1456,464,-1
235,25,player,1466,469,1
235,22,referee,1121,540,-1
235,27,referee,1635,1015,-1
235,44,referee,1049,369,-1
235,1,ball,1457,464,-1
236,25,player,1465,469,1
236,27,referee,1634,1015,-1
236,22,referee,1123,539,-1
236,44,referee,1048,369,-1
236,1,ball,1458,464,-1
237,25,player,1466,469,1
237,27,referee,1633,1014,-1
237,22,referee,1124,537,-1
237,44,referee,1047,368,-1
237,1,ball,1459,465,-1
238,25,player,1467,468,1
238,22,referee,1126,536,-1
238,27,referee,1633,1014,-1
238,44,referee,1047,368,-1
238,1,ball,1460,465,-1
239,25,player,1467,469,1
239,22,referee,1128,537,-1
239,27,referee,1633,1015,-1
239,44,referee,1047,367,-1
239,1,ball,1460,465,-1
240,25,player,1469,469,1
240,27,referee,1633,1015,-1
240,22,referee,1131,539,-1
240,44,referee,1050,367,-1
240,1,ball,1461,465,-1
241,25,player,1471,470,1
241,27,referee,1635,1014,-1
241,22,referee,1132,539,-1
241,44,referee,1050,367,-1
241,1,ball,1462,465,-1
242,25,player,1472,470,1
242,27,referee,1635,1014,-1
242,22,referee,1134,539,-1
242,44,referee,1051,367,-1
242,1,ball,1463,465,-1
243,25,player,1474,471,1
243,22,referee,1137,538,-1
243,27,referee,1635,1013,-1
243,44,referee,1051,366,-1
243,1,ball,1464,466,-1
244,25,player,1475,471,1
244,22,referee,1141,537,-1
244,27,referee,1636,1016,-1
244,44,referee,1052,367,-1
244,1,ball,1465,466,-1
245,25,player,1476,470,1
245,27,referee,1636,1016,-1
245,22,referee,1143,536,-1
245,44,referee,1052,366,-1
245,1,ball,1464,466,-1
246,25,player,1477,471,1
246,27,referee,1637,1018,-1
246,22,referee,1144,535,-1
246,44,referee,1052,366,-1
246,1,ball,1465,466,-1
247,25,player,1478,470,1
247,27,referee,1637,1020,-1
247,22,referee,1147,535,-1
247,44,referee,1053,367,-1
247,1,ball,1466,467,-1
248,25,player,1478,470,1
248,27,referee,1638,1019,-1
248,22,referee,1149,535,-1
248,44,referee,1053,366,-1
248,1,ball,1467,466,-1
249,16,player,1378,458,2
249,27,referee,1639,1019,-1
249,22,referee,1153,535,-1
249,1,ball,1398,494,-1
250,61,player,1322,508,2
250,27,referee,1639,1019,-1
250,22,referee,1154,535,-1
250,1,ball,1329,522,-1
251,61,player,1322,508,2
251,27,referee,1640,1020,-1
251,22,referee,1155,535,-1
251,1,ball,1260,550,-1
252,27,referee,1640,1020,-1
252,22,referee,1155,536,-1
252,1,ball,1191,578,-1
253,37,player,1080,564,2
253,27,referee,1640,1020,-1
253,22,referee,1155,535,-1
253,1,ball,1122,607,-1
254,9,player,1017,638,2
254,27,referee,1640,1020,-1
254,22,referee,1156,536,-1
254,1,ball,1053,635,-1
255,9,player,1015,638,2
255,27,referee,1640,1020,-1
255,22,referee,1158,535,-1
255,1,ball,984,663,-1
256,27,referee,1640,1020,-1
256,22,referee,1160,535,-1
256,1,ball,915,691,-1
257,27,referee,1640,1020,-1
257,22,referee,1162,535,-1
257,1,ball,846,719,-1
258,27,referee,1640,1020,-1
258,22,referee,1165,535,-1
258,1,ball,777,747,-1
259,27,referee,1640,1020,-1
259,22,referee,1165,535,-1
259,1,ball,708,775,-1
260,27,referee,1640,1020,-1
260,22,referee,1167,534,-1
260,1,ball,639,803,-1
261,27,referee,1640,1020,-1
261,22,referee,1167,534,-1
261,44,referee,1059,369,-1
261,1,ball,570,831,-1
262,27,referee,1640,1020,-1
262,22,referee,1169,534,-1
262,44,referee,1059,369,-1
262,1,ball,501,859,-1
263,27,referee,1641,1020,-1
263,22,referee,1171,534,-1
263,44,referee,1060,369,-1
263,1,ball,432,887,-1
264,27,referee,1643,1020,-1
264,22,referee,1171,534,-1
264,44,referee,1059,370,-1
264,1,ball,363,916,-1
265,27,referee,1644,1021,-1
265,22,referee,1171,535,-1
265,44,referee,1059,369,-1
265,1,ball,294,944,-1
266,27,referee,1644,1021,-1
266,22,referee,1171,534,-1
266,44,referee,1058,369,-1
266,1,ball,225,972,-1
267,27,referee,1644,1021,-1
267,22,referee,1171,533,-1
267,44,referee,1058,369,-1
267,1,ball,156,1000,-1
268,27,referee,1645,1021,-1
268,22,referee,1173,533,-1
268,44,referee,1058,369,-1
268,1,ball,88,1028,-1
269,27,referee,1643,1020,-1
269,22,referee,1173,533,-1
269,1,ball,117,1009,-1
270,27,referee,1641,1020,-1
270,22,referee,1173,532,-1
270,1,ball,146,990,-1
271,27,referee,1641,1020,-1
271,22,referee,1173,533,-1
271,1,ball,175,971,-1
272,27,referee,1639,1019,-1
272,22,referee,1173,533,-1
272,1,ball,204,952,-1
273,22,referee,1174,533,-1
273,27,referee,1637,1006,-1
273,1,ball,233,934,-1
274,22,referee,1176,534,-1
274,27,referee,1635,1003,-1
274,1,ball,262,915,-1
275,22,referee,1177,534,-1
275,27,referee,1635,999,-1
275,117,referee,1181,473,-1
275,44,referee,1060,372,-1
275,1,ball,292,896,-1
276,22,referee,1177,533,-1
276,27,referee,1635,1000,-1
276,25,referee,1460,480,-1
276,44,referee,1060,372,-1
276,117,referee,1181,472,-1
276,1,ball,321,877,-1
277,22,referee,1178,533,-1
277,27,referee,1636,1000,-1
277,44,referee,1061,371,-1
277,117,referee,1183,473,-1
277,1,ball,350,858,-1
278,22,referee,1178,532,-1
278,27,referee,1636,1000,-1
278,44,referee,1062,371,-1
278,1,ball,379,839,-1
279,22,referee,1178,531,-1
279,27,referee,1637,1000,-1
279,44,referee,1063,371,-1
279,1,ball,408,820,-1
280,22,referee,1179,531,-1
280,27,referee,1637,998,-1
280,44,referee,1063,371,-1
280,1,ball,437,801,-1
281,22,referee,1180,532,-1
281,27,referee,1637,999,-1
281,44,referee,1063,371,-1
281,1,ball,467,783,-1
282,22,referee,1181,531,-1
282,27,referee,1637,999,-1
282,44,referee,1063,371,-1
282,1,ball,496,764,-1
283,22,referee,1182,531,-1
283,27,referee,1637,999,-1
283,44,referee,1063,370,-1
283,1,ball,525,745,-1
284,22,referee,1183,531,-1
284,27,referee,1637,999,-1
284,44,referee,1063,369,-1
284,1,ball,554,726,-1
285,27,referee,1637,999,-1
285,22,referee,1185,530,-1
285,44,referee,1064,369,-1
285,1,ball,583,707,-1
286,27,referee,1637,999,-1
286,22,referee,1183,531,-1
286,44,referee,1064,369,-1
286,1,ball,612,688,-1
287,27,referee,1636,999,-1
287,22,referee,1182,531,-1
287,44,referee,1064,369,-1
287,1,ball,642,669,-1
288,27,referee,1636,999,-1
288,22,referee,1186,531,-1
288,44,referee,1063,369,-1
288,1,ball,671,650,-1
289,11,player,758,657,2
289,27,referee,1635,999,-1
289,22,referee,1186,531,-1
289,44,referee,1062,369,-1
289,1,ball,700,632,-1
290,11,player,759,657,2
290,27,referee,1634,999,-1
290,22,referee,1186,531,-1
290,44,referee,1061,370,-1
290,1,ball,729,613,-1
291,11,player,760,657,2
291,27,referee,1633,999,-1
291,22,referee,1186,531,-1
291,44,referee,1061,369,-1
291,1,ball,758,594,-1
292,22,referee,1187,532,-1
292,27,referee,1632,999,-1
292,44,referee,1061,368,-1
292,1,ball,787,575,-1
293,22,referee,1188,531,-1
293,27,referee,1632,999,-1
293,44,referee,1060,368,-1
293,1,ball,816,556,-1
294,27,referee,1632,999,-1
294,22,referee,1188,531,-1
294,44,referee,1060,368,-1
294,1,ball,846,537,-1
295,3,player,937,520,2
295,27,referee,1632,999,-1
295,22,referee,1190,531,-1
295,44,referee,1060,368,-1
295,1,ball,875,518,-1
296,3,player,937,520,2
296,27,referee,1632,999,-1
296,22,referee,1191,531,-1
296,44,referee,1060,367,-1
296,25,referee,1494,487,-1
296,1,ball,904,499,-1
297,3,player,934,519,2
297,22,referee,1193,530,-1
297,27,referee,1631,999,-1
297,44,referee,1059,367,-1
297,1,ball,890,501,-1
298,3,player,932,520,2
298,22,referee,1194,530,-1
298,27,referee,1631,999,-1
298,44,referee,1059,367,-1
298,1,ball,877,503,-1
299,3,player,930,521,2
299,22,referee,1196,531,-1
299,27,referee,1631,999,-1
299,44,referee,1058,367,-1
299,1,ball,865,502,-1
300,3,player,925,520,2
300,27,referee,1631,999,-1
300,22,referee,1198,531,-1
300,44,referee,1058,367,-1
300,1,ball,853,502,-1
301,3,player,923,520,2
301,27,referee,1632,999,-1
301,22,referee,1201,531,-1
301,44,referee,1058,367,-1
301,1,ball,842,503,-1
302,22,referee,1201,531,-1
302,27,referee,1632,999,-1
302,44,referee,1053,366,-1
302,1,ball,830,503,-1
303,22,referee,1201,532,-1
303,27,referee,1632,999,-1
303,44,referee,1053,366,-1
303,1,ball,820,503,-1
304,22,referee,1202,531,-1
304,27,referee,1632,999,-1
304,44,referee,1053,366,-1
304,1,ball,809,504,-1
305,22,referee,1204,532,-1
305,27,referee,1632,999,-1
305,44,referee,1053,366,-1
305,1,ball,799,504,-1
306,22,referee,1205,532,-1
306,27,referee,1632,999,-1
306,44,referee,1052,366,-1
306,1,ball,789,504,-1
307,22,referee,1206,531,-1
307,27,referee,1632,999,-1
307,44,referee,1050,366,-1
307,1,ball,779,505,-1
308,22,referee,1207,531,-1
308,27,referee,1632,999,-1
308,44,referee,1048,365,-1
308,1,ball,768,504,-1
309,22,referee,1209,532,-1
309,27,referee,1632,999,-1
309,1,ball,758,504,-1
310,22,referee,1210,531,-1
310,27,referee,1632,999,-1
310,1,ball,748,506,-1
311,27,referee,1632,999,-1
311,22,referee,1211,531,-1
311,44,referee,1046,366,-1
311,1,ball,738,508,-1
312,27,referee,1631,998,-1
312,22,referee,1211,531,-1
312,44,referee,1044,365,-1
312,1,ball,730,508,-1
313,27,referee,1631,998,-1
313,22,referee,1212,532,-1
313,44,referee,1043,365,-1
313,130,referee,1211,516,-1
313,1,ball,721,507,-1
314,27,referee,1631,998,-1
314,22,referee,1213,531,-1
314,44,referee,1043,365,-1
314,1,ball,713,507,-1
315,27,referee,1630,998,-1
315,22,referee,1213,532,-1
315,44,referee,1042,366,-1
315,1,ball,705,508,-1
316,19,player,627,543,2
316,27,referee,1630,998,-1
316,22,referee,1213,532,-1
316,44,referee,1040,364,-1
316,1,ball,697,507,-1
317,19,player,625,542,2
317,22,referee,1214,532,-1
317,27,referee,1630,998,-1
317,44,referee,1038,364,-1
317,1,ball,689,507,-1
318,19,player,622,541,2
318,22,referee,1214,532,-1
318,27,referee,1630,998,-1
318,44,referee,1038,364,-1
318,1,ball,681,507,-1
319,19,player,620,539,2
319,22,referee,1213,532,-1
319,27,referee,1629,998,-1
319,44,referee,1037,363,-1
319,1,ball,674,507,-1
320,19,player,618,540,2
320,22,referee,1214,532,-1
320,27,referee,1629,998,-1
320,44,referee,1037,363,-1
320,1,ball,667,508,-1
321,19,player,616,540,2
321,22,referee,1213,532,-1
321,27,referee,1629,998,-1
321,44,referee,1036,363,-1
321,1,ball,660,508,-1
322,19,player,614,540,2
322,22,referee,1213,531,-1
322,27,referee,1629,998,-1
322,1,ball,652,509,-1
323,19,player,613,539,2
323,22,referee,1214,532,-1
323,27,referee,1629,998,-1
323,1,ball,645,509,-1
324,19,player,611,538,2
324,27,referee,1629,998,-1
324,22,referee,1214,531,-1
324,1,ball,638,509,-1
325,19,player,609,539,2
325,27,referee,1629,997,-1
325,22,referee,1215,531,-1
325,44,referee,1026,363,-1
325,1,ball,631,510,-1
326,19,player,607,539,2
326,27,referee,1629,997,-1
326,22,referee,1215,531,-1
326,44,referee,1025,361,-1
326,1,ball,623,510,-1
327,19,player,598,539,2
327,27,referee,1629,997,-1
327,22,referee,1214,531,-1
327,44,referee,1024,362,-1
327,1,ball,616,510,-1
328,19,player,596,539,2
328,27,referee,1628,996,-1
328,22,referee,1214,531,-1
328,44,referee,1023,363,-1
328,1,ball,609,511,-1
329,19,player,591,538,2
329,27,referee,1627,998,-1
329,22,referee,1215,530,-1
329,44,referee,1021,363,-1
329,1,ball,602,511,-1
330,19,player,590,537,2
330,27,referee,1625,996,-1
330,22,referee,1215,531,-1
330,44,referee,1022,362,-1
330,1,ball,594,511,-1
331,19,player,587,538,2
331,27,referee,1624,996,-1
331,22,referee,1215,531,-1
331,44,referee,1021,362,-1
331,1,ball,587,512,-1
332,19,player,585,537,2
332,27,referee,1621,995,-1
332,22,referee,1215,531,-1
332,44,referee,1018,363,-1
332,1,ball,580,512,-1
333,19,player,581,538,2
333,27,referee,1620,995,-1
333,22,referee,1216,531,-1
333,44,referee,1017,362,-1
333,1,ball,573,513,-1
334,19,player,576,538,2
334,27,referee,1618,996,-1
334,22,referee,1216,530,-1
334,44,referee,1016,363,-1
334,1,ball,566,513,-1
335,19,player,572,539,2
335,27,referee,1615,996,-1
335,22,referee,1216,530,-1
335,44,referee,1016,361,-1
335,1,ball,558,513,-1
336,19,player,566,538,2
336,27,referee,1613,996,-1
336,22,referee,1217,530,-1
336,44,referee,1015,362,-1
336,1,ball,551,514,-1
337,19,player,564,538,2
337,27,referee,1613,995,-1
337,22,referee,1217,530,-1
337,44,referee,1014,362,-1
337,1,ball,544,514,-1
338,19,player,558,537,2
338,27,referee,1612,995,-1
338,22,referee,1217,531,-1
338,44,referee,1013,363,-1
338,1,ball,537,514,-1
339,19,player,555,537,2
339,27,referee,1612,996,-1
339,22,referee,1218,530,-1
339,44,referee,1012,363,-1
339,1,ball,529,515,-1
340,19,player,552,539,2
340,27,referee,1612,995,-1
340,22,referee,1218,530,-1
340,44,referee,1012,363,-1
340,1,ball,522,515,-1
341,19,player,551,539,2
341,27,referee,1612,995,-1
341,22,referee,1219,530,-1
341,44,referee,1012,362,-1
341,1,ball,515,516,-1
342,19,player,546,540,2
342,27,referee,1612,995,-1
342,22,referee,1221,530,-1
342,44,referee,1012,363,-1
342,1,ball,508,516,-1
343,19,player,544,540,2
343,27,referee,1612,995,-1
343,22,referee,1222,530,-1
343,1,ball,501,516,-1
344,19,player,541,539,2
344,27,referee,1613,995,-1
344,22,referee,1223,531,-1
344,1,ball,495,516,-1
345,19,player,533,539,2
345,27,referee,1613,995,-1
345,22,referee,1223,530,-1
345,1,ball,489,515,-1
346,19,player,531,538,2
346,27,referee,1614,994,-1
346,22,referee,1225,529,-1
346,1,ball,483,515,-1
347,19,player,526,538,2
347,27,referee,1615,994,-1
347,22,referee,1225,529,-1
347,44,referee,1002,361,-1
347,1,ball,476,515,-1
348,19,player,524,540,2
348,27,referee,1616,995,-1
348,22,referee,1225,529,-1
348,44,referee,1000,359,-1
348,1,ball,470,514,-1
349,19,player,522,541,2
349,27,referee,1617,995,-1
349,22,referee,1225,529,-1
349,44,referee,999,358,-1
349,1,ball,464,514,-1
350,19,player,517,542,2
350,27,referee,1618,994,-1
350,22,referee,1226,530,-1
350,44,referee,998,358,-1
350,1,ball,458,514,-1
351,19,player,514,542,2
351,27,referee,1619,995,-1
351,22,referee,1226,530,-1
351,44,referee,998,361,-1
351,1,ball,452,515,-1
352,19,player,512,540,2
352,27,referee,1619,995,-1
352,22,referee,1227,529,-1
352,44,referee,998,361,-1
352,1,ball,446,515,-1
353,2,player,369,515,2
353,27,referee,1620,994,-1
353,22,referee,1228,529,-1
353,44,referee,996,361,-1
353,1,ball,440,515,-1
354,2,player,367,515,2
354,27,referee,1620,993,-1
354,22,referee,1229,529,-1
354,44,referee,995,360,-1
354,1,ball,434,515,-1
355,2,player,366,515,2
355,27,referee,1621,994,-1
355,22,referee,1231,529,-1
355,44,referee,995,360,-1
355,1,ball,429,515,-1
356,2,player,366,515,2
356,27,referee,1622,994,-1
356,22,referee,1233,528,-1
356,44,referee,995,359,-1
356,1,ball,423,515,-1
357,2,player,365,515,2
357,27,referee,1623,992,-1
357,22,referee,1236,528,-1
357,44,referee,994,359,-1
357,1,ball,417,516,-1
358,2,player,365,515,2
358,27,referee,1623,988,-1
358,22,referee,1237,528,-1
358,44,referee,993,359,-1
358,1,ball,411,516,-1
359,2,player,364,515,2
359,27,referee,1624,987,-1
359,22,referee,1238,527,-1
359,44,referee,992,359,-1
359,1,ball,406,516,-1
360,2,player,363,514,2
360,27,referee,1625,988,-1
360,22,referee,1239,528,-1
360,44,referee,991,359,-1
360,1,ball,402,516,-1
361,2,player,363,516,2
361,27,referee,1626,991,-1
361,22,referee,1241,528,-1
361,44,referee,990,358,-1
361,1,ball,401,517,-1
362,2,player,363,516,2
362,27,referee,1626,993,-1
362,22,referee,1242,529,-1
362,44,referee,990,358,-1
362,1,ball,399,519,-1
363,2,player,362,515,2
363,27,referee,1627,994,-1
363,22,referee,1244,528,-1
363,44,referee,989,359,-1
363,1,ball,398,520,-1
364,2,player,362,517,2
364,27,referee,1627,995,-1
364,22,referee,1245,529,-1
364,44,referee,987,359,-1
364,1,ball,397,521,-1
365,2,player,363,519,2
365,27,referee,1628,996,-1
365,22,referee,1246,529,-1
365,44,referee,986,359,-1
